English name,Score,Genres,Type,Producers,Studios,Rank,Popularity,Favorites,Scored By,Members,Weighted_Score,Premiered Season,Premiered Year
Ladies versus Butlers!,6.56,"Comedy, Romance, Ecchi",TV,"Geneon Universal Entertainment, Lantis, AT-X, KlockWorx, ASCII Media Works, BIGLOBE",Xebec,6041.0,1054,272,106348.0,213393,66.45369499369255,winter,2010
Bakugan: Gundalian Invaders,6.3,"Action, Adventure, Fantasy",TV,Sega,TMS Entertainment,7372.0,3014,93,27679.0,46506,53.10171564233288,spring,2011
Mix Master: King of Cards,6.29,"Adventure, Fantasy",TV,"Sunwoo Entertainment, KBS",Nippon Animation,7441.0,10943,7,706.0,1825,17.75736794278665,fall,2005
House of Five Leaves,7.77,Drama,TV,"Dentsu, Media Factory, Movic, Fuji TV, Shogakukan",Manglobe,987.0,2081,850,26947.0,89785,54.86323569072773,spring,2010
Stray Cats Overrun!,6.65,"Comedy, Romance",TV,"Geneon Universal Entertainment, Frontier Works, KlockWorx",AIC,5601.0,1535,203,58989.0,136498,60.909258497781885,spring,2010
Nura: Rise of the Yokai Clan,7.61,"Action, Supernatural",TV,"Yomiuri Telecasting, Yomiko Advertising, Pony Canyon, Toho, Shueisha, BS11, Hakuhodo DY Media Partners, Imagine",Studio Deen,1368.0,847,1335,115739.0,264467,68.69841314450495,summer,2010
Mitsudomoe,7.53,"Comedy, Slice of Life",TV,"Aniplex, Lantis, Cospa, Studio Mausu, Akita Shoten",Bridge,1621.0,1874,567,43051.0,105011,59.07291944764073,summer,2010
Arakawa Under the Bridge,7.56,"Comedy, Romance",TV,"Square Enix, Starchild Records, Rakuonsha",Shaft,1487.0,634,2342,150308.0,345069,71.15175305677144,spring,2010
Giant Killing,7.54,"Drama, Sports",TV,NHK,Studio Deen,1598.0,2444,365,34470.0,68724,56.94496679343013,spring,2010
Psychic Detective Yakumo,7.31,"Horror, Mystery, Supernatural",TV,"NHK, Sogo Vision, NHK-BS2",Bee Train,2499.0,1586,538,55019.0,130602,61.1495683301284,fall,2010
Bakuman.,8.19,"Comedy, Drama, Romance",TV,"NHK, Shueisha",J.C.Staff,354.0,330,9371,289170.0,602917,78.22383754152084,fall,2010
Big Windup! 2,7.97,Sports,TV,"Aniplex, Mainichi Broadcasting System, TBS, Kodansha, Movic, Rakuonsha",A-1 Pictures,624.0,3132,184,22369.0,43507,53.314895969660185,spring,2010
Shiki,7.73,"Horror, Mystery, Supernatural, Suspense",TV,"Aniplex, Dentsu, Fuji TV, DAX Production, Shueisha",Daume,1077.0,345,8148,252216.0,580431,76.35045110406617,summer,2010
Okami-San and Her Seven Companions,7.17,"Comedy, Romance",TV,"Genco, Marvelous, Media Factory, AT-X, Magic Capsule, flying DOG",J.C.Staff,3201.0,824,777,127894.0,272110,69.08657079931189,summer,2010
The Tatami Galaxy,8.57,"Award Winning, Comedy, Mystery, Romance",TV,"Dentsu, Kadokawa Shoten, Fuji TV, Toho, Asmik Ace, Tohokushinsha Film Corporation, Sony Music Entertainment, Fujipacific Music",Madhouse,95.0,492,17671,138717.0,429419,71.58651371380547,spring,2010
K-ON! Season 2,8.17,"Award Winning, Comedy",TV,"Pony Canyon, TBS, Movic, Rakuonsha, Animation Do",Kyoto Animation,388.0,281,14233,370587.0,668118,80.58927143846567,spring,2010
Yamada's First Time: B Gata H Kei,6.86,"Comedy, Romance, Ecchi",TV,"Dentsu, AT-X, DAX Production, TYO Animations, Happinet Pictures, BIGLOBE, Shueisha, AG-ONE, RAY",Hal Film Maker,4567.0,566,1545,215110.0,380802,73.66809736484255,spring,2010
Seton Animal Chronicles,6.67,"Adventure, Fantasy",TV,Nippon Television Network,Eiken,5465.0,13591,1,198.0,751,6.0841298410744145,fall,1989
"Musashi, the Samurai Lord",6.17,"Action, Adventure",TV,Bandai,Pierrot,8032.0,13529,0,173.0,766,4.035637480389965,fall,1990
High School of the Dead,7.07,"Action, Horror, Supernatural, Ecchi",TV,"Geneon Universal Entertainment, AT-X, Showgate",Madhouse,3662.0,72,9928,913054.0,1451863,87.88022673748347,summer,2010
The Legend of the Legendary Heroes,7.52,"Action, Adventure, Fantasy",TV,"Lantis, Media Factory, Kadokawa Contents Gate, Fujimi Shobo",Zexcs,1648.0,763,1978,134149.0,291925,70.00537888787437,summer,2010
Princess Jellyfish,8.11,Comedy,TV,"Dentsu, Genco, Kodansha, Fuji TV, Toho, Asmik Ace, Sony Music Entertainment, Sakura Create, Fujipacific Music",Brain's Base,444.0,984,4484,106937.0,227449,68.54950178019666,fall,2010
Spellbound! Magical Princess Lilpri,7.01,Fantasy,TV,"TV Tokyo, Shogakukan-Shueisha Productions, Half H.P Studio",TMS Entertainment,3944.0,5958,52,3833.0,10352,35.09137896977487,spring,2010
Baby Felix,5.38,Comedy,TV,NHK,Radix,11148.0,13649,1,193.0,736,3.76998388441555,fall,2000
Kum Kum,6.0,"Adventure, Comedy",TV,Tohokushinsha Film Corporation,Sunrise,8850.0,13096,0,219.0,868,6.035479795862593,fall,1975
Rio - Rainbow Gate!: Reshuffle,5.85,"Comedy, Ecchi",TV,"Avex Entertainment, Pony Canyon",Xebec,9504.0,3281,36,14756.0,40093,46.330516271184315,winter,2011
Samurai Girls,6.77,"Action, Comedy, Ecchi",TV,"Genco, Lantis, Media Factory, Movic, Hobby Japan, Showgate, Gigno Systems",Arms,4994.0,1249,296,77259.0,177829,63.679809113093654,fall,2010
Tegami Bachi: Letter Bee Reverse,7.73,"Adventure, Fantasy",TV,"Pierrot, TV Tokyo",Pierrot Plus,1060.0,2588,211,26488.0,62252,54.64808537706255,fall,2010
Heaven's Lost Property Forte,7.45,"Comedy, Fantasy, Romance, Sci-Fi, Ecchi",TV,"Kadokawa Shoten, Kadokawa Pictures Japan, KlockWorx, NTT Docomo",AIC ASTA,1870.0,792,892,165046.0,284518,71.9113824375359,fall,2010
Beyblade: Metal Masters,6.96,"Adventure, Comedy, Sports",TV,"TV Tokyo, d-rights",SynergySP,4143.0,2893,168,32814.0,50502,55.700018952596835,spring,2010
MM!,7.04,"Comedy, Ecchi",TV,"Lantis, Media Factory, AT-X",Xebec,3811.0,967,669,122779.0,232216,68.51730267579444,fall,2010
Wandering Son,7.7,"Drama, Romance",TV,"Aniplex, AIC, Dentsu, Fuji TV, Magic Capsule, Enterbrain, Fujipacific Music",AIC Classic,1150.0,1637,1039,41035.0,126442,58.82605360806942,winter,2011
Togainu no Chi,6.24,"Action, Boys Love, Sci-Fi, Suspense",TV,"Aniplex, Picture Magic, Lantis, Mainichi Broadcasting System, Movic, Nitroplus",A-1 Pictures,7700.0,2126,351,35776.0,86524,55.48067183121887,fall,2010
Zakuro,7.43,"Romance, Supernatural",TV,Aniplex,J.C.Staff,1973.0,1699,403,48592.0,120312,60.11012268817902,fall,2010
Baka & Test – Summon the Beasts 2,7.68,"Comedy, Romance",TV,"Lantis, Media Factory, Enterbrain, Cospa, Kadokawa Contents Gate, TV Tokyo Music, PRA, T.O Entertainment, Hakuhodo DY Media Partners",SILVER LINK.,1178.0,599,1191,220249.0,363034,74.98281468834853,summer,2011
The World God Only Knows,7.66,"Comedy, Romance, Supernatural",TV,"TV Tokyo, Geneon Universal Entertainment",Manglobe,1247.0,324,5669,326213.0,611140,78.74033863935094,fall,2010
The Best!! Extremely Cool Student Council President Second Collection,6.2,"Comedy, Romance",TV,"TV Tokyo, Shogakukan-Shueisha Productions",Shogakukan Music & Digital Entertainment,7879.0,9558,4,756.0,2912,18.277419345641093,spring,2010
New Aim for the Ace!,6.86,"Drama, Romance, Sports",TV,Tohokushinsha Film Corporation,Tokyo Movie Shinsha,4603.0,9660,4,565.0,2809,16.44757057567631,fall,1978
The Squid Girl,7.41,"Comedy, Slice of Life",TV,"TV Tokyo, Lantis, Pony Canyon, Studio Jack",Diomedéa,2057.0,1143,1057,87845.0,193625,65.78629894688231,fall,2010
Digimon Fusion,6.67,"Action, Adventure, Comedy, Fantasy",TV,TV Asahi,Toei Animation,5489.0,2965,106,25748.0,47964,52.95488758359536,summer,2010
Aria the Scarlet Ammo,6.8,"Action, Comedy, Romance",TV,"Media Factory, TBS, Magic Capsule, flying DOG",J.C.Staff,4842.0,594,894,191752.0,367021,72.4765477242863,spring,2011
Student Council Staff Members,7.56,Comedy,TV,"Starchild Records, Dream Force",GoHands,1519.0,428,3266,216357.0,479360,74.65946144053478,summer,2010
Amagami SS,7.29,Romance,TV,"Pony Canyon, TBS, Movic",AIC,2544.0,586,2217,155934.0,369583,71.15539973804789,summer,2010
And Yet the Town Moves,7.44,"Comedy, Slice of Life",TV,"Pony Canyon, TBS, Movic, flying DOG, Memory-Tech",Shaft,1926.0,2612,238,21605.0,61215,52.31755778196436,fall,2010
OreImo,6.96,Comedy,TV,"Aniplex, AIC, Movic, ASCII Media Works, Jumondo",AIC Build,4148.0,279,4417,379815.0,668952,79.28252679336217,fall,2010
Panty & Stocking with Garterbelt,7.72,"Action, Comedy, Supernatural, Ecchi",TV,"Kadokawa Shoten, Half H.P Studio, AT-X, Kadokawa Pictures Japan, KlockWorx, flying DOG, Kadokawa Contents Gate",Gainax,1087.0,573,5612,188721.0,375814,73.54509303737194,fall,2010
Is This a Zombie?,7.35,"Action, Comedy, Supernatural, Ecchi",TV,"Kadokawa Shoten, AT-X, Kadokawa Pictures Japan, KlockWorx, flying DOG",Studio Deen,2280.0,323,3116,337231.0,611858,78.66239183219272,winter,2011
The Mystic Archives of Dantalian,7.23,"Action, Mystery, Supernatural",TV,"TV Tokyo, Kadokawa Shoten, Kadokawa Pictures Japan, KlockWorx, NTT Docomo, Dwango",Gainax,2864.0,1461,526,56092.0,145507,61.22959820728141,summer,2011
Bodacious Space Pirates,7.15,"Award Winning, Sci-Fi",TV,"Starchild Records, Magic Capsule",Satelight,3281.0,2351,286,27161.0,72996,54.13859439586248,winter,2012
Star Driver,7.19,"Action, Romance, Sci-Fi",TV,"Aniplex, Dentsu, Square Enix, Mainichi Broadcasting System, Bandai Namco Entertainment",Bones,3116.0,1798,599,44791.0,111678,59.00953312348777,fall,2010
A Certain Magical Index II,7.53,"Action, Fantasy, Sci-Fi",TV,"Geneon Universal Entertainment, Square Enix, AT-X, ASCII Media Works, Delfi Sound",J.C.Staff,1632.0,462,1727,244110.0,447652,75.7834221115489,fall,2010
Infinite Stratos,6.63,"Action, Comedy, Sci-Fi, Ecchi",TV,"Lantis, Media Factory, TBS, Sony Music Communications, Sakura Create",8bit,5686.0,313,2254,354099.0,621823,78.1395998380415,winter,2011
Arakawa Under the Bridge x Bridge,7.72,"Comedy, Romance",TV,"Square Enix, Starchild Records, TV Tokyo Music, GANSIS",Shaft,1095.0,1360,419,84409.0,160671,65.79673855129033,fall,2010
Pokémon: Black & White,6.41,"Action, Adventure, Comedy, Fantasy",TV,"TV Tokyo, MediaNet, Half H.P Studio, Studio Jack",OLM,6841.0,1953,153,58349.0,98642,60.4502264740548,fall,2010
Motto To LOVE Ru,7.28,"Comedy, Sci-Fi, Ecchi",TV,"Geneon Universal Entertainment, TBS, Magic Capsule, PRA",Xebec,2634.0,673,977,186657.0,324352,72.8740608490466,fall,2010
Super Robot Wars OG: The Inspector,7.21,"Action, Sci-Fi",TV,Sotsu,Asahi Production,2970.0,6138,42,3524.0,9639,34.55288426810974,fall,2010
Steins;Gate,9.07,"Drama, Sci-Fi, Suspense",TV,"Frontier Works, Media Factory, Kadokawa Shoten, Movic, AT-X, Kadokawa Pictures Japan, Nitroplus",White Fox,3.0,13,182964,1336233.0,2440369,93.9465012492032,spring,2011
Hanasaku Iroha: Blossoms for Tomorrow,7.91,Drama,TV,"Bandai Visual, Sotsu, Yomiuri Telecasting, Lantis, Pony Canyon, Showgate, Infinite",P.A. Works,712.0,675,2563,126009.0,323312,69.88946933405649,spring,2011
Fractale,6.92,"Adventure, Fantasy, Sci-Fi",TV,"Fuji TV, Toho, Asmik Ace, Sony Music Entertainment",A-1 Pictures,4313.0,2185,206,34787.0,81851,56.20680050653564,winter,2011
Dream Eater Merry,6.91,"Action, Supernatural",TV,"Pony Canyon, TBS, Magic Capsule, Houbunsha, RAY",J.C.Staff,4358.0,1547,289,62023.0,134781,61.76159127499285,winter,2011
Freezing,6.8,"Action, Drama, Romance, Sci-Fi, Ecchi",TV,"Media Factory, Eswood, Kill Time Communication",A.C.G.T.,4841.0,701,1137,169450.0,317048,71.28583131746028,winter,2011
Ground Control to Psychoelectric Girl,7.13,"Comedy, Sci-Fi, Slice of Life",TV,"Starchild Records, TBS",Shaft,3389.0,745,1098,124853.0,298305,68.80094939245707,spring,2011
Coppelion,6.47,"Action, Sci-Fi",TV,Starchild Records,GoHands,6516.0,1723,218,52233.0,118272,59.47362885208259,fall,2013
Ghastly Prince Enma Burning Up,6.47,"Action, Comedy, Supernatural, Ecchi",TV,"Mainichi Broadcasting System, Dynamic Planning",Brain's Base,6519.0,4819,31,6170.0,17782,38.903729466726695,spring,2011
Beelzebub,7.86,"Action, Comedy, Supernatural",TV,"Pierrot, Dentsu, Yomiuri Telecasting, Shueisha",Pierrot Plus,793.0,346,5283,273184.0,578414,77.28011893292786,winter,2011
Cardfight!! Vanguard,7.02,Action,TV,"Dentsu, Sotsu, Sakura Create, Bushiroad",TMS Entertainment,3893.0,2840,317,25984.0,52377,53.53526699930269,winter,2011
Because I Don't Like My Big Brother at All!!,6.08,"Comedy, Romance, Ecchi",TV,Starchild Records,Zexcs,8479.0,2097,92,40560.0,88739,56.43915086439665,winter,2011
Haiyoru! Nyaruani: Remember My Mr. Lovecraft,6.24,"Comedy, Sci-Fi",TV,SoftBank Creative,DLE,7675.0,3894,8,11602.0,28566,44.63627242094798,winter,2011
Kimi ni Todoke: From Me to You Season 2,7.98,"Drama, Romance",TV,"VAP, Nippon Television Network, Shueisha",Production I.G,609.0,456,1592,260255.0,451396,76.95912910962677,winter,2011
Maria†Holic Alive,6.95,"Comedy, Girls Love",TV,TV Tokyo Music,Shaft,4191.0,2534,70,29001.0,64641,54.496616754385734,spring,2011
Astarotte's Toy,6.5,"Comedy, Fantasy, Romance, Ecchi",TV,"Kadokawa Shoten, Pony Canyon, DAX Production, KlockWorx, ASCII Media Works",Diomedéa,6369.0,1485,232,67988.0,142645,62.05683574292028,spring,2011
A Dark Rabbit has Seven Lives,6.52,"Comedy, Romance, Supernatural, Ecchi",TV,"Frontier Works, Kadokawa Shoten, AT-X, Kadokawa Pictures Japan, KlockWorx",Zexcs,6290.0,1594,212,57959.0,130118,60.54950081570135,summer,2011
Puella Magi Madoka Magica,8.36,"Award Winning, Drama, Suspense",TV,"Aniplex, Mainichi Broadcasting System, Movic, Nitroplus, Houbunsha",Shaft,198.0,101,52582,723489.0,1233989,87.25319224656859,winter,2011
A-Channel,6.94,Comedy,TV,"Aniplex, Dentsu, Mainichi Broadcasting System",Studio Gokumi,4233.0,1964,303,43782.0,98002,58.44931307659249,spring,2011
Level E,7.41,"Comedy, Sci-Fi",TV,"Aniplex, TV Tokyo Music, Sony Music Entertainment, Sakura Create","Pierrot, David Production",2042.0,2030,335,39420.0,92682,58.06968677959974,winter,2011
SKET Dance,8.21,Comedy,TV,"TV Tokyo, Avex Entertainment, Dentsu",Tatsunoko Production,338.0,1027,3180,82507.0,219569,66.16988312603935,spring,2011
Osomatsu-kun (1988),6.7,Comedy,TV,"Fuji TV, Yomiuri Advertising, Fujipacific Music",Pierrot,5320.0,7381,27,1505.0,6097,25.65362724410029,winter,1988
Blue Exorcist,7.5,"Action, Fantasy",TV,"Aniplex, Dentsu, Mainichi Broadcasting System, Movic, Sakura Create, Shueisha",A-1 Pictures,1700.0,40,16692,1118263.0,1854727,90.40119635767068,spring,2011
We Without Wings – Under the Innocent Sky,6.65,"Comedy, Drama, Romance, Ecchi",TV,"Lantis, Delfi Sound, Marvelous AQL, Studio Jack",Nomad,5603.0,2127,172,32802.0,86403,55.25772454244209,spring,2011
Sekai Ichi Hatsukoi - World's Greatest First Love,7.65,"Boys Love, Romance",TV,"Lantis, Kadokawa Shoten, AT-X, DAX Production, KlockWorx",Studio Deen,1263.0,1057,3047,116634.0,213174,68.82308128592447,spring,2011
The Everyday Tales of a Cat God,6.62,"Comedy, Slice of Life, Supernatural",TV,"Sotsu, AT-X, Marvelous AQL, Akita Shoten",AIC PLUS+,5746.0,4439,28,6949.0,21335,40.269425409733216,summer,2011
Croisée in a Foreign Labyrinth The Animation,7.42,Slice of Life,TV,"Media Factory, AT-X, flying DOG, Sony Music Communications, Bushiroad, Good Smile Company, Aoni Entertainment",Satelight,2020.0,2700,170,23689.0,57615,53.17843101256707,summer,2011
Tiger & Bunny,7.85,"Action, Comedy, Mystery",TV,"Bandai Visual, Mainichi Broadcasting System, Tohokushinsha Film Corporation",Sunrise,808.0,1011,2972,89332.0,221703,66.50344379390523,spring,2011
Gintama Season 2,9.04,"Action, Comedy, Sci-Fi",TV,"TV Tokyo, Aniplex, Dentsu, Trinity Sound, Miracle Robo, Studio Jack, Shueisha",Sunrise,8.0,386,7765,226175.0,525688,76.80858979973014,spring,2011
Dinosaur Expedition Born Free,6.1,"Action, Sci-Fi",TV,Tsuburaya Productions,Sunrise,8340.0,12451,1,258.0,1056,7.771711803146092,fall,1976
Phi-Brain ~ Puzzle of God,7.17,"Action, Mystery",TV,NHK,Sunrise,3202.0,1853,227,44043.0,106761,58.82052972510419,fall,2011
Anohana: The Flower We Saw That Day,8.31,"Drama, Supernatural",TV,"Aniplex, Dentsu, Fuji TV, Fujipacific Music",A-1 Pictures,236.0,63,32233,952880.0,1554178,89.84759576473793,spring,2011
Yu-Gi-Oh! Zexal,6.4,"Action, Fantasy",TV,"TV Tokyo, Marvelous, Nihon Ad Systems, Konami Cross Media NY",Gallop,6881.0,2330,313,42664.0,74405,57.42013401991081,spring,2011
Bakuman Season 2,8.35,"Comedy, Drama, Romance",TV,"NHK, Shueisha",J.C.Staff,205.0,641,1369,206854.0,343978,75.18405059635744,fall,2011
Toriko,7.52,"Action, Adventure, Comedy, Fantasy, Gourmet",TV,"Yomiko Advertising, Fuji TV, Shueisha",Toei Animation,1640.0,1650,829,50106.0,124723,60.521541337166084,spring,2011
Nura: Rise of the Yokai Clan - Demon Capital,7.94,"Action, Supernatural",TV,"Yomiuri Telecasting, Yomiko Advertising, Pony Canyon, Toho, Shueisha, BS11, Imagine",Studio Deen,668.0,1366,634,81923.0,158964,65.77944923581215,summer,2011
A Bridge to the Starry Skies,6.7,"Comedy, Romance, Ecchi",TV,"Dentsu, Sotsu, Marvelous, Pony Canyon, feng, PRA, Jumondo",Doga Kobo,5354.0,1284,343,88019.0,172303,64.83538168535881,spring,2011
The World God Only Knows II,7.88,"Comedy, Romance, Supernatural",TV,"TV Tokyo, Geneon Universal Entertainment",Manglobe,769.0,565,992,235270.0,380871,75.86573763566443,spring,2011
Fate/Zero,8.28,"Action, Fantasy, Supernatural",TV,"Aniplex, Nitroplus, Seikaisha, Notes",ufotable,263.0,73,33096,830466.0,1447672,88.48860495401843,fall,2011
Softenni! the Animation,6.5,"Comedy, Sports, Ecchi",TV,"Geneon Universal Entertainment, Lantis, AT-X, KlockWorx, Studio Mausu",Xebec,6416.0,4211,20,8718.0,24216,42.27725786324004,spring,2011
Mayo Chiki!,7.23,"Comedy, Romance, Ecchi",TV,"Starchild Records, Media Factory, TBS, DAX Production, PRA, RAY",feel.,2895.0,426,1861,260518.0,479909,76.01836838441321,summer,2011
Sacred Seven,6.59,"Action, Sci-Fi",TV,Bandai,Sunrise,5897.0,2276,79,33040.0,77155,55.2400625126247,summer,2011
No. 6,7.56,"Action, Drama, Mystery, Sci-Fi",TV,"Aniplex, Dentsu, Kodansha, Fuji TV",Bones,1514.0,501,7272,200184.0,422505,73.91126926678129,summer,2011
Bunny Drop,8.36,Slice of Life,TV,"Dentsu, Fuji TV, Toho, Tohokushinsha Film Corporation, Sony Music Entertainment, Sakura Create, Fujipacific Music, Shodensha",Production I.G,202.0,425,5975,237156.0,479967,76.51206248473956,summer,2011
[C] CONTROL - The Money and Soul of Possibility,7.18,"Action, Mystery, Suspense",TV,"Dentsu, Fuji TV, Toho, Sony Music Entertainment, Fujipacific Music",Tatsunoko Production,3159.0,734,1266,144585.0,303489,70.28127893269526,spring,2011
Nichijou - My Ordinary Life,8.46,Comedy,TV,"Lantis, Kadokawa Shoten, Movic, Rakuonsha, Kadokawa Pictures Japan, KlockWorx, Animation Do",Kyoto Animation,143.0,186,22603,350430.0,852855,80.38658613778534,spring,2011
"You're Being Summoned, Azazel",7.51,"Comedy, Supernatural",TV,"Kodansha, KlockWorx, Memory-Tech, King Records",Production I.G,1686.0,2309,358,32639.0,75546,56.38094950144148,spring,2011
Kaiji: Against All Rules,8.25,Suspense,TV,"VAP, Nippon Television Network",Madhouse,297.0,1186,2637,101962.0,185700,68.25554862134136,spring,2011
THE IDOLM@STER,7.6,"Comedy, Drama",TV,"Aniplex, TBS, Nippon Columbia, Bandai Namco Entertainment",A-1 Pictures,1386.0,1434,1633,52737.0,149461,61.11628369121559,summer,2011
Uta no Prince Sama,7.03,"Comedy, Romance",TV,"Starchild Records, Movic, Dwango, Showgate",A-1 Pictures,3859.0,1137,1585,95829.0,194387,66.11707153538042,summer,2011
"Last Exile: Fam, the Silver Wing",7.07,"Action, Adventure, Sci-Fi",TV,"CBC Television, flying DOG, Cyclone Graphics",Gonzo,3675.0,3087,92,16760.0,44746,49.380966338889486,fall,2011
Humanity Has Declined,7.73,"Adventure, Comedy, Fantasy",TV,"AIC, Sotsu, Lantis, Pony Canyon, Movic, Marvelous AQL",AIC ASTA,1072.0,1188,1928,60282.0,185283,62.56731845085393,summer,2012
Beyblade: Metal Fury,6.98,"Adventure, Sports",TV,"TV Tokyo, d-rights",SynergySP,4071.0,3071,167,29149.0,45005,54.587115971121925,spring,2011
Kamisama Dolls,7.0,"Action, Supernatural",TV,"TV Tokyo, Shogakukan-Shueisha Productions, Media Factory, Half H.P Studio, AT-X, flying DOG, Sony Music Communications",Brain's Base,4016.0,2387,90,30475.0,71341,55.0430745283702,summer,2011
The Squid Girl 2,7.47,"Comedy, Slice of Life",TV,"TV Tokyo, Lantis, Pony Canyon, TV Tokyo Music, Studio Jack",Diomedéa,1822.0,1990,169,47202.0,95543,59.882336972492396,fall,2011
Natsume's Book of Friends Season 3,8.57,"Drama, Slice of Life, Supernatural",TV,"Aniplex, Sakura Create",Brain's Base,92.0,920,1368,113735.0,243509,69.67431121098296,summer,2011
Ben-To,7.2,"Action, Comedy, Gourmet",TV,"Pony Canyon, AT-X, Magic Capsule, Bulls Eye",David Production,3007.0,691,1154,164058.0,319642,71.52485618018405,fall,2011
Mashiroiro Symphony: The Color of Lovers,7.03,"Drama, Romance",TV,"Frontier Works, Lantis, Media Factory",Manglobe,3836.0,1415,502,73933.0,152056,63.61896107573191,fall,2011
Digimon Fusion,7.1,"Action, Adventure, Comedy, Fantasy",TV,TV Asahi,Toei Animation,3537.0,3994,45,14121.0,26923,47.771807863779706,spring,2011
Aquarion Evol,7.08,"Action, Fantasy, Romance, Sci-Fi",TV,"Media Factory, Bandai, Tohokushinsha Film Corporation, Overlap","Satelight, 8bit",3614.0,1877,416,44415.0,104636,58.77988177939671,winter,2012
Horizon in the Middle of Nowhere,7.03,"Action, Fantasy, Sci-Fi",TV,"Bandai Visual, Lantis, ASCII Media Works, Sony PCL",Sunrise,3830.0,1258,830,64303.0,176622,62.27505015386735,fall,2011
You and Me.,7.66,"Comedy, Drama, Romance, Slice of Life",TV,"TV Tokyo, Aniplex, Square Enix, Nihon Ad Systems, Movic",J.C.Staff,1226.0,1225,1376,60843.0,180492,62.56892037443353,fall,2011
