English name,Score,Genres,Type,Aired,Producers,Studios,Rank,Popularity,Favorites,Scored By,Members,Weighted_Score,Aired_Year,Start Month,Season
UNKNOWN,7.74,Comedy,ONA,"May 7, 2020 to Oct 29, 2020",Cloud22,SANZIGEN,1033.0,5862,59,5529.0,10751,42.05565397929574,2020,May,Summer
UNKNOWN,7.8,"Action, Mystery, Sci-Fi",ONA,"Mar 27, 2020","Dentsu, Fuji TV, Nitroplus, Sony Music Entertainment, TOHO animation, MAGNET",Production I.G,926.0,2089,151,35841.0,89248,59.386901130557334,2020,Mar,Spring
Pokémon: Twilight Wings,7.53,"Action, Adventure, Comedy, Fantasy",ONA,"Jan 15, 2020 to Aug 6, 2020",UNKNOWN,"Studio Colorido, FILMONY",1611.0,4436,59,12078.0,21368,49.01719099047876,2020,Jan,Winter
SSSS.Dynazenon,7.42,"Action, Sci-Fi",TV,"Apr 2, 2021 to Jun 18, 2021","Mainichi Broadcasting System, Pony Canyon, Tsuburaya Productions, Ultra Super Pictures, Memory-Tech, Good Smile Company, BS11",Trigger,1990.0,1679,824,39359.0,122130,59.79033310471079,2021,Apr,Spring
UNKNOWN,6.52,"Adventure, Fantasy",Special,"Mar 28, 2020 to Aug 26, 2020",UNKNOWN,MAPPA,6282.0,6032,9,3751.0,10081,36.888988955751046,2020,Mar,Spring
UNKNOWN,6.17,"Action, Fantasy, Romance, Sci-Fi",ONA,"Jul 13, 2019 to Aug 31, 2019",UNKNOWN,Taikong Works,8017.0,10335,10,241.0,2229,11.036700509277896,2019,Jul,Summer
Love Live! Nijigasaki High School Idol Club,7.51,Slice of Life,TV,"Oct 3, 2020 to Dec 26, 2020","Bushiroad, Sunrise Music, Kadokawa, Bandai Namco Arts",Sunrise,1677.0,2348,1081,29851.0,73083,57.34827281760199,2020,Oct,Fall
UNKNOWN,7.13,Comedy,TV,"Apr 5, 2020 to May 30, 2021",syn Sophia,Tatsunoko Production,3405.0,10338,10,541.0,2227,19.835557838564554,2020,Apr,Spring
Pokémon the Movie: Secrets of the Jungle,7.28,"Action, Adventure, Comedy, Fantasy",Movie,"Dec 25, 2020","TV Tokyo, Shogakukan-Shueisha Productions, JR East Marketing & Communications",OLM,2641.0,4273,32,9896.0,23305,46.86539593791519,2020,Dec,Winter
The Defective,6.75,"Action, Sci-Fi",ONA,"Jul 30, 2021 to Nov 5, 2021",bilibili,LX Animation Studio,5074.0,9544,31,797.0,2931,22.906899807470815,2021,Jul,Summer
Gundam Reconguista in G II: Bellri's Fierce Charge,6.73,"Action, Sci-Fi",Movie,"Feb 21, 2020",UNKNOWN,Sunrise,5198.0,10276,2,749.0,2271,22.306003984696176,2020,Feb,Spring
UNKNOWN,6.38,"Comedy, Romance, Slice of Life",TV,"Apr 8, 2020 to Jul 1, 2020",BS NTV,Kachidoki Studio,6989.0,8378,6,1957.0,4427,30.680830227172397,2020,Apr,Spring
In/Spectre Mini Anime,5.77,"Comedy, Supernatural",ONA,"Nov 15, 2019 to Feb 10, 2020",UNKNOWN,AQUA ARIS,9784.0,7058,5,1250.0,6805,25.613784352624815,2019,Nov,Winter
Maruruk's Everyday,6.77,"Adventure, Fantasy",Movie,"Jan 17, 2020 to Feb 7, 2020",UNKNOWN,Kinema Citrus,5002.0,4240,12,10321.0,23831,46.58301034185692,2020,Jan,Winter
Katana Maidens: Tomoshibi,6.6,"Action, Fantasy",OVA,"Oct 25, 2020 to Nov 29, 2020","Square Enix, Genco, Mainichi Broadcasting System, AT-X, Studio Gokumi, Crunchyroll, Kadokawa, My Theater D.D.",Project No.9,5848.0,7591,11,1811.0,5664,30.277942722798638,2020,Oct,Fall
Food Wars! The Fifth Plate,7.32,"Gourmet, Ecchi",TV,"Apr 11, 2020 to Sep 26, 2020",UNKNOWN,J.C.Staff,2442.0,409,1303,251081.0,500718,76.77705431296971,2020,Apr,Spring
Remake Our Life!,7.42,"Drama, Romance",TV,"Jul 3, 2021 to Sep 25, 2021","Studio Mausu, bilibili, Bushiroad Music, DMM pictures, Front Wing, Bushiroad Move",feel.,2007.0,698,2324,146046.0,318855,71.89859369546873,2021,Jul,Summer
Dragon Quest: The Adventure of Dai,7.74,"Action, Adventure, Fantasy",TV,"Oct 3, 2020 to Oct 22, 2022","TV Tokyo, Square Enix, Shueisha",Toei Animation,1039.0,2445,560,22858.0,68654,55.162000787615455,2020,Oct,Fall
UNKNOWN,8.06,"Action, Sci-Fi",TV,"Jan 10, 2021 to Apr 4, 2021",TV Asahi,Toei Animation,504.0,1508,761,51922.0,139202,63.11246699633708,2021,Jan,Winter
Kemono Jihen,7.39,"Action, Mystery, Supernatural",TV,"Jan 10, 2021 to Mar 28, 2021","Frontier Works, Lantis, Shueisha, Yomiuri TV Enterprise, Bandai Namco Arts, JTB Next Creation",Ajia-do,2102.0,618,2186,157581.0,352049,72.56317105697376,2021,Jan,Winter
UNKNOWN,7.14,"Action, Adventure, Fantasy, Romance",ONA,"Oct 17, 2019 to Apr 9, 2020",Tencent Penguin Pictures,Ruo Hong Culture,3368.0,10093,8,1201.0,2411,27.211631381266432,2019,Oct,Fall
Moriarty the Patriot,8.16,"Mystery, Suspense",TV,"Oct 11, 2020 to Dec 20, 2020","Mainichi Broadcasting System, Shueisha, Yomiuri TV Enterprise, Bandai Namco Arts, Bandai Spirits",Production I.G,400.0,545,6516,161207.0,388242,73.68854569665355,2020,Oct,Fall
UNKNOWN,6.07,Comedy,Special,"Feb 26, 2020",UNKNOWN,Gainax Kyoto,8526.0,13184,1,213.0,845,9.746229558916262,2020,Feb,Spring
Azur Lane: Slow Ahead!,7.02,"Comedy, Sci-Fi, Slice of Life",TV,"Jan 12, 2021 to Mar 30, 2021",Delfi Sound,"Yostar Pictures, CANDY BOX",3892.0,2963,240,18594.0,48002,52.35379337516121,2021,Jan,Winter
UNKNOWN,5.6,"Comedy, Sci-Fi",Special,"Jan 31, 2020",UNKNOWN,Shin-Ei Animation,10464.0,8693,0,1895.0,3941,29.17946967921174,2020,Jan,Winter
Bungo and Alchemist -Gears of Judgement-,6.49,"Adventure, Fantasy",TV,"Apr 4, 2020 to Aug 8, 2020",UNKNOWN,OLM,6448.0,2906,220,12886.0,50296,48.24263845424859,2020,Apr,Spring
UNKNOWN,7.8,Drama,TV,"Jan 7, 2021 to Mar 25, 2021","Movic, Fuji TV, Bandai, BS Fuji, TOHO animation, Q-Tec, Akita Shoten, Hakuhodo DY Media Partners, Bandai Spirits, Toho Music",Orange,909.0,512,2141,210117.0,414550,75.71879964182068,2021,Jan,Winter
ORESUKI Are you the only one who loves me? - Our Playball / Our End Run / Our Game,7.57,"Comedy, Romance",OVA,"Sep 2, 2020",Kadokawa,Connect,1457.0,1765,302,60449.0,114511,63.93744960095451,2020,Sep,Fall
"Higehiro: After Being Rejected, I Shaved and Took in a High School Runaway",7.28,"Drama, Romance",TV,"Apr 5, 2021 to Jun 28, 2021","Toei Video, Pony Canyon, AT-X, Magic Capsule, KlockWorx, Hakuhodo DY Music & Pictures, BS11, Kadokawa, Yomiuri Shimbun, APDREAM, Dream Shift, Bergamo",Project No.9,2615.0,350,6032,305068.0,572401,78.5249613719233,2021,Apr,Spring
ZENONZARD THE ANIMATION,5.91,"Action, Fantasy",ONA,"Jan 31, 2020 to Oct 31, 2020",Magic Capsule,8bit,9265.0,4750,25,3285.0,18460,34.756979157827224,2020,Jan,Winter
GUNDAM BUILD DIVERS Re:RISE,7.47,"Action, Sci-Fi",ONA,"Apr 9, 2020 to Aug 27, 2020","Sunrise, Sotsu",Sunrise Beyond,1805.0,5711,51,5304.0,11482,41.34412877854592,2020,Apr,Spring
Phantasy Star Online 2: Episode Oracle,5.72,"Action, Sci-Fi",Special,"Dec 30, 2019",Sega,Gonzo,10020.0,10431,1,513.0,2163,17.31079807931115,2019,Dec,Winter
Fire Force Season 2,7.81,"Action, Supernatural",TV,"Jul 4, 2020 to Dec 12, 2020","Mainichi Broadcasting System, Kodansha, bilibili, DMM pictures, DMM Music",David Production,903.0,252,2723,374348.0,714591,81.06376493377735,2020,Jul,Summer
UNKNOWN,6.63,"Comedy, Gourmet",TV,"Jan 11, 2021 to Mar 30, 2021",Kodansha,Nihon Ad Systems,5704.0,7775,12,1713.0,5384,29.806119176001605,2021,Jan,Winter
UNKNOWN,5.13,Slice of Life,TV,"Oct 3, 2020 to Dec 19, 2020",UNKNOWN,Saetta,11726.0,3962,22,10217.0,27525,43.92791473598778,2020,Oct,Fall
Drug Store in Another World: The Slow Life of a Cheat Pharmacist,6.47,"Comedy, Fantasy",TV,"Jul 7, 2021 to Sep 22, 2021","Studio Mausu, BS11, Crunchyroll, Yomiuri TV Enterprise, NichiNare, Live Viewing Japan, Bandai Namco Arts, Video Market, MediaNet Pictures, Tohjak, Hifumi Shobo",EMT Squared,6515.0,1589,591,50260.0,130485,60.782874542209775,2021,Jul,Summer
Hortensia SAGA,5.83,"Action, Adventure, Fantasy",TV,"Jan 7, 2021 to Mar 25, 2021",Aniplex,LIDENFILMS,9572.0,2580,153,19786.0,62438,51.21231775012462,2021,Jan,Winter
Back Arrow,6.32,"Action, Fantasy",TV,"Jan 9, 2021 to Jun 19, 2021","Aniplex, Movic, BS11, ABC Animation, Legs, Bandai Spirits",Studio VOLN,7262.0,3326,104,12920.0,39098,48.021859519031246,2021,Jan,Winter
UNKNOWN,7.0,"Action, Adventure, Fantasy, Romance",ONA,"Dec 24, 2019 to May 15, 2020",UNKNOWN,Soyep,3972.0,10128,6,1155.0,2381,26.668181713836322,2019,Dec,Winter
Re:STARS,6.83,"Comedy, Slice of Life",ONA,"Dec 27, 2019 to Mar 20, 2020","TMS Entertainment, Bushiroad Move",ASK Animation Studio,4717.0,10044,18,672.0,2448,21.440621482959088,2019,Dec,Winter
Kuma Kuma Kuma Bear,7.23,"Adventure, Comedy, Fantasy",TV,"Oct 7, 2020 to Dec 23, 2020","AT-X, Nippon Columbia, Tokyo MX, Good Smile Company, Kadokawa Media House, Kadokawa, Crest, Shufu to Seikatsusha",EMT Squared,2890.0,1449,868,73331.0,147790,65.29704044168177,2020,Oct,Fall
Hero Return,6.92,"Action, Sci-Fi",ONA,"Oct 18, 2020 to Dec 27, 2020",Tencent Penguin Pictures,Big Firebird Culture,4299.0,3335,175,11392.0,38883,47.69709834989562,2020,Oct,Fall
Fate/strange Fake PV,6.61,"Action, Fantasy, Supernatural",ONA,"Dec 31, 2019",Half H.P Studio,A-1 Pictures,5795.0,6400,8,3225.0,8690,35.62040301511504,2019,Dec,Winter
Genie Family 2020,5.96,"Comedy, Fantasy",TV,"Apr 11, 2020 to Sep 26, 2020",Yomiuri Telecasting,"Nippon Animation, Tatsunoko Production",9022.0,12791,1,223.0,954,10.000829610057487,2020,Apr,Spring
The Light at Night in Summer,5.96,Slice of Life,ONA,"Dec 11, 2015",UNKNOWN,UNKNOWN,9000.0,18023,2,105.0,248,3.0530776375279767,2015,Dec,Winter
UNKNOWN,7.09,"Action, Adventure, Fantasy, Romance",ONA,"Jan 2, 2020 to Jan 23, 2020",Tencent Penguin Pictures,Mili Pictures,3592.0,10260,8,1067.0,2278,26.05440260729887,2020,Jan,Winter
Stars Fall,6.42,"Mystery, Sci-Fi",ONA,"Dec 15, 2019 to Feb 23, 2020",UNKNOWN,Wawayu Animation,6779.0,12171,7,202.0,1165,9.774235129194492,2019,Dec,Winter
UNKNOWN,5.08,"Adventure, Mystery",TV,"Jan 4, 2020 to Mar 21, 2020",UNKNOWN,Yaoyorozu,11824.0,7713,4,1720.0,5476,27.384927112131795,2020,Jan,Winter
Higurashi: When They Cry – Gou,7.2,"Horror, Mystery, Supernatural, Suspense",TV,"Oct 1, 2020 to Mar 19, 2021","Frontier Works, Sotsu, MAGES., Tokyo MX, Infinite, BS11, Daiichi Shokai, Kadokawa, ELF-IN",Passione,3025.0,853,1460,85358.0,262440,66.66109519892424,2020,Oct,Fall
Come Together! to the Seton Academy,6.48,Comedy,Special,"Jul 3, 2020",UNKNOWN,Studio Gokumi,6483.0,5118,5,6214.0,15020,41.49343874523382,2020,Jul,Summer
To Your Eternity,8.36,"Adventure, Drama, Supernatural",TV,"Apr 12, 2021 to Aug 30, 2021","NHK, Kodansha, NHK Enterprises",Brain's Base,200.0,202,13654,338013.0,812354,80.74934762746322,2021,Apr,Spring
Evangelion: Hakata - Angel Attack Alternative,6.16,"Action, Sci-Fi",Movie,"Jun 7, 2019",UNKNOWN,Khara,8083.0,8862,6,1223.0,3682,26.01605966407883,2019,Jun,Summer
UNKNOWN,6.28,"Comedy, Drama",Special,"Sep 3, 2000 to Sep 24, 2000",UNKNOWN,UNKNOWN,7514.0,15578,2,115.0,432,4.374153338790684,2000,Sep,Fall
Antidote,7.07,"Boys Love, Comedy, Slice of Life",ONA,"Jan 9, 2020 to Mar 26, 2020",UNKNOWN,Seven Stone Entertainment,3667.0,4629,116,5649.0,19490,41.41784399456269,2020,Jan,Winter
Mr. Osomatsu-san the Movie: Prologue Theater,6.71,Comedy,Special,"Nov 6, 2019",UNKNOWN,UNKNOWN,5305.0,10381,4,757.0,2201,22.376616404651553,2019,Nov,Winter
Dorohedoro: Bonus Curse or Extra Evil,7.1,"Action, Comedy, Fantasy, Horror",Special,"Jun 17, 2020",UNKNOWN,MAPPA,3540.0,2894,79,26486.0,50501,55.72537976771844,2020,Jun,Summer
UNKNOWN,5.43,Comedy,ONA,"Oct 25, 2019",UNKNOWN,UNKNOWN,11006.0,15133,1,154.0,476,5.726097955728122,2019,Oct,Fall
Room Camp: Saunas and Grub and Three-Wheeler Bikes,7.55,Slice of Life,Special,"May 27, 2020",UNKNOWN,C-Station,1548.0,4828,9,9258.0,17649,46.586278065055495,2020,May,Summer
UNKNOWN,5.83,"Action, Adventure, Sci-Fi",TV,"Apr 5, 2020 to Mar 28, 2021",UNKNOWN,OLM,9579.0,11633,1,229.0,1407,10.042323831293698,2020,Apr,Spring
Mobile Suit Gundam G40,6.05,"Action, Sci-Fi",ONA,"Jan 1, 2020",UNKNOWN,"Sunrise, Bandai Spirits",8620.0,8828,2,1418.0,3735,27.21567914771582,2020,Jan,Winter
UNKNOWN,6.42,"Action, Adventure, Comedy, Fantasy",TV,"Apr 5, 2020 to Sep 26, 2021","Gallop, Yomiko Advertising, Fuji TV",Toei Animation,6759.0,2772,193,17516.0,54600,50.9772202978667,2020,Apr,Spring
UNKNOWN,5.43,Comedy,Special,"Dec 21, 2007 to Jan 25, 2008",UNKNOWN,UNKNOWN,10993.0,10654,1,605.0,2015,18.353252081779086,2007,Dec,Winter
Spirit Guardians,5.77,"Adventure, Fantasy",ONA,"Jun 19, 2018 to Sep 4, 2018",UNKNOWN,Yi Chen Animation,9817.0,13078,3,218.0,873,9.492630129249429,2018,Jun,Summer
Deadly Response,6.15,"Action, Sci-Fi",ONA,"Jun 2, 2019 to Dec 15, 2019",Tencent Penguin Pictures,BUILD DREAM,8109.0,14141,3,148.0,621,6.508036436954533,2019,Jun,Summer
Made in Abyss: The Golden City of the Scorching Sun,8.66,"Adventure, Drama, Fantasy, Mystery, Sci-Fi",TV,"Jul 6, 2022 to Sep 28, 2022","AT-X, Takeshobo, Kadokawa Media House, Cygames, Kadokawa, Global Solutions, Sony Music Solutions, IRMA LA DOUCE",Kinema Citrus,63.0,551,5247,158984.0,384754,74.10950007537187,2022,Jul,Summer
Demon Spirit Seed Manual,6.51,"Action, Comedy, Drama, Fantasy, Slice of Life, Ecchi",ONA,"Jan 17, 2020 to Apr 10, 2020",Tencent Penguin Pictures,Big Firebird Culture,6353.0,4486,78,5384.0,20850,40.212142819620794,2020,Jan,Winter
The Daily Life of the Immortal King,7.33,"Adventure, Comedy, Fantasy",ONA,"Jan 18, 2020 to Mar 28, 2020",UNKNOWN,Haoliners Animation League,2379.0,754,1961,135964.0,294919,71.1253409908359,2020,Jan,Winter
Howling Village x Eagle Talon,5.09,"Comedy, Horror",ONA,"Jan 17, 2020",UNKNOWN,UNKNOWN,11801.0,15998,1,127.0,392,3.35212088283464,2020,Jan,Winter
Lights of Sand,5.47,Fantasy,Movie,"Jun 28, 2017",UNKNOWN,Gainax,10870.0,16034,2,162.0,390,6.2609241284159225,2017,Jun,Summer
Koikimo,7.14,"Comedy, Romance",TV,"Apr 5, 2021 to Jun 14, 2021","BS Fuji, Hokkaido Cultural Broadcasting, Amusement Media Academy, Ichijinsha, Kanetsu Investment, Sonilude, Toyo Recording, BloomZ, AMG Entertainment, MediaNet Pictures, Christmas Holly, Miyazaki Broadcasting, C-one",Nomad,3340.0,1000,1649,103575.0,224994,68.37015943771748,2021,Apr,Spring
UNKNOWN,6.78,"Drama, Sports",Special,"Jan 29, 2020",UNKNOWN,Madhouse,4921.0,6287,8,3039.0,9105,35.30634261683268,2020,Jan,Winter
Log Horizon: Destruction of the Round Table,7.06,"Action, Adventure, Fantasy",TV,"Jan 13, 2021 to Mar 31, 2021",UNKNOWN,Studio Deen,3693.0,973,626,77184.0,230227,65.55020228987057,2021,Jan,Winter
The Millionaire Detective – Balance: UNLIMITED,7.53,Mystery,TV,"Apr 10, 2020 to Sep 25, 2020","Aniplex, Dentsu, Animax, Movic, Fuji TV, Sonilude",CloverWorks,1610.0,523,2876,185176.0,406879,74.22662588321784,2020,Apr,Spring
The House Spirit Tatami-chan,5.19,"Comedy, Horror, Supernatural",ONA,"Apr 10, 2020 to Jun 26, 2020",UNKNOWN,Zero-G,11615.0,7884,3,2347.0,5212,30.452671218461017,2020,Apr,Spring
Dream,5.8,"Adventure, Fantasy",ONA,"Jan 24, 2020",UNKNOWN,Toei Animation,9706.0,14130,0,275.0,623,11.683927480292779,2020,Jan,Winter
UNKNOWN,6.32,"Adventure, Sci-Fi",ONA,"Aug 28, 2020 to Apr 23, 2021",UNKNOWN,Bandai Namco Pictures,7263.0,12062,0,225.0,1207,10.624420848323672,2020,Aug,Fall
Princess Principal: Crown Handler - Chapter 2,7.71,"Action, Mystery",Movie,"Sep 23, 2021",UNKNOWN,Actas,1127.0,5307,31,4175.0,13799,39.42595244274152,2021,Sep,Fall
UNKNOWN,5.66,Ecchi,OVA,"Jan 24, 2020",UNKNOWN,TNK,10233.0,6744,6,3098.0,7687,33.81666119758354,2020,Jan,Winter
A Whisker Away,7.34,"Award Winning, Comedy, Drama, Romance, Supernatural",Movie,"Jun 18, 2020","Fuji TV, Toho, BS Fuji, TOHO animation, Universal Music Japan, Fuji Creative, Kadokawa, KDDI, Twin Engine, Dentsu Meitetsu Communications",Studio Colorido,2335.0,534,1745,244531.0,399493,76.55815005420986,2020,Jun,Summer
Love Live! SuperStar!!,7.96,Slice of Life,TV,"Jul 11, 2021 to Oct 17, 2021","Kadokawa, Bandai Namco Arts",Sunrise,631.0,2540,1093,24154.0,64360,55.93008896375441,2021,Jul,Summer
UNKNOWN,5.81,Comedy,Movie,"Jan 4, 2019",UNKNOWN,Sunrise,9664.0,10093,0,481.0,2408,16.86033994897115,2019,Jan,Winter
Fluffiction,5.65,Avant Garde,Movie,"Mar 2, 2018",Geidai Animation,UNKNOWN,10261.0,16377,0,167.0,362,6.839982692371668,2018,Mar,Spring
UNKNOWN,6.27,Supernatural,Special,"Jan 29, 2003 to Oct 29, 2003",UNKNOWN,UNKNOWN,7535.0,12332,4,245.0,1102,11.336982182675234,2003,Jan,Winter
UNKNOWN,6.56,"Action, Mystery",Special,"Feb 1, 2020",UNKNOWN,Nexus,6027.0,4880,29,5698.0,17132,40.80622775438925,2020,Feb,Spring
The Magnificent Kotobuki,6.35,"Action, Adventure",Movie,"Sep 11, 2020",Bandai Namco Arts,"WAO World, GEMBA",7138.0,9921,6,246.0,2554,11.491577179049635,2020,Sep,Fall
Digimon Adventure: 20th Memorial Story,6.72,"Adventure, Drama",ONA,"Nov 22, 2019 to Dec 25, 2020",UNKNOWN,Toei Animation,5214.0,7517,1,1859.0,5806,30.68587259080733,2019,Nov,Winter
UNKNOWN,6.7,"Adventure, Fantasy",ONA,"Feb 1, 2020 to Jul 8, 2020",UNKNOWN,Ruo Hong Culture,5333.0,11801,4,496.0,1328,18.45956343530013,2020,Feb,Spring
The Westward,6.79,"Action, Adventure, Fantasy",ONA,"Sep 28, 2019 to Jan 31, 2020",Tencent Penguin Pictures,BYMENT,4889.0,12689,6,419.0,983,17.025339554073916,2019,Sep,Fall
UNKNOWN,6.28,Fantasy,ONA,"Jan 17, 2020",UNKNOWN,Echoes,7480.0,11797,1,702.0,1329,21.06874083933658,2020,Jan,Winter
UNKNOWN,7.45,"Action, Adventure, Fantasy",ONA,"Jul 25, 2020 to Nov 29, 2020",bilibili,"Original Force, Wonder Cat Animation",1888.0,8025,41,1690.0,4979,30.758041109976887,2020,Jul,Summer
No Doubt In Us,7.52,"Comedy, Romance",ONA,"Apr 30, 2021 to Nov 10, 2021","bilibili, Netflix",Paper Plane Animation Studio,1663.0,6776,70,2398.0,7600,34.07540326369996,2021,Apr,Spring
UNKNOWN,6.49,"Action, Fantasy",ONA,"Mar 6, 2019",UNKNOWN,UNKNOWN,6435.0,14794,1,264.0,519,12.344559382747088,2019,Mar,Spring
Memory of Chang'an,6.82,Romance,ONA,"Oct 28, 2020 to Jan 6, 2021",bilibili,Lingsanwu Animation,4758.0,6644,51,2380.0,7990,33.10360707967982,2020,Oct,Fall
Fairies Albums,7.11,"Adventure, Fantasy, Mystery, Supernatural",ONA,"Apr 25, 2020 to Jul 4, 2020",bilibili,Haoliners Animation League,3474.0,5708,45,1860.0,11485,31.21175522851764,2020,Apr,Spring
Uzaki-chan Wants to Hang Out!,7.0,Comedy,TV,"Jul 10, 2020 to Sep 25, 2020","Movic, AT-X, Enterbrain, Sammy, ABC Animation, Kadokawa Media House, Kadokawa, INCS toenter, IMAGICA Lab.",ENGI,3990.0,460,1663,244041.0,449541,76.10164572876273,2020,Jul,Summer
Mars Red,6.59,"Action, Supernatural",TV,"Apr 6, 2021 to Jun 29, 2021","VAP, Yomiuri TV Enterprise, Pony Canyon Enterprise, D-techno, Nihon Keizai Koukokusha",Signal.MD,5887.0,1693,578,34548.0,120932,57.49093827582935,2021,Apr,Spring
Extra Olympia Kyklos,6.94,"Comedy, Sports",TV,"Apr 20, 2020 to Nov 2, 2020","Fuji TV, nobishiro lab",Gosay Studio,4238.0,4867,72,6366.0,17296,42.3499003167821,2020,Apr,Spring
Asteroid in Love Episode 6.5,6.06,"Comedy, Slice of Life",Special,"Feb 14, 2020",UNKNOWN,Doga Kobo,8560.0,8388,1,1996.0,4416,30.387881241804696,2020,Feb,Spring
UNKNOWN,5.84,"Avant Garde, Drama",Movie,"Jun 28, 2019",UNKNOWN,UNKNOWN,9528.0,16766,1,122.0,335,4.2491972307206405,2019,Jun,Summer
UNKNOWN,6.44,"Action, Adventure, Comedy",TV,"May 30, 2020 to Nov 28, 2020",UNKNOWN,OLM,6658.0,8840,11,1152.0,3708,25.874277557631615,2020,May,Summer
UNKNOWN,5.55,"Comedy, Romance, Supernatural, Ecchi",Special,"Feb 20, 2020",UNKNOWN,Children's Playground Entertainment,10607.0,9542,1,989.0,2932,23.092434180541954,2020,Feb,Spring
The Furious Yama,6.22,"Comedy, Fantasy",ONA,"Jan 1, 2020 to Mar 11, 2020",bilibili,Haoliners Animation League,7788.0,8860,11,807.0,3683,22.26703692918098,2020,Jan,Winter
UNKNOWN,7.31,"Boys Love, Drama",OVA,"Mar 1, 2021",Blue Lynx,GRIZZLY,2498.0,4975,77,5129.0,16251,40.83437516218579,2021,Mar,Spring
UNKNOWN,5.43,"Adventure, Fantasy",ONA,"Nov 3, 2017","Asura Film, Cloud22",Creators in Pack,11004.0,17504,0,138.0,280,4.714359108246484,2017,Nov,Winter
UNKNOWN,5.68,"Action, Adventure, Fantasy",ONA,"Jul 6, 2016","Asahi Production, Graphinica, pH Studio",Studio Colorido,10144.0,14886,0,230.0,508,9.842008135181691,2016,Jul,Summer
UNKNOWN,5.88,"Drama, Sports",Movie,"Sep 20, 2016","Production I.G, LIDENFILMS",Studio Colorido,9362.0,14192,1,267.0,614,11.537896351825173,2016,Sep,Fall
UNKNOWN,6.17,"Comedy, Slice of Life",ONA,"Mar 24, 2020 to Apr 13, 2021",UNKNOWN,Zero-G,8022.0,11539,3,240.0,1458,10.998329111681572,2020,Mar,Spring
JoJo's Bizarre Adventure: Phantom Blood Pilot,6.42,"Action, Supernatural",Special,"Mar 28, 2004",UNKNOWN,APPP,6766.0,10476,8,807.0,2138,22.559235882570345,2004,Mar,Spring
UNKNOWN,6.38,"Comedy, Slice of Life",Movie,"Feb 26, 2021",Toei Animation,LandQ studios,6958.0,9164,6,610.0,3328,19.917691989162904,2021,Feb,Spring
By the Grace of the Gods,6.98,"Fantasy, Slice of Life",TV,"Oct 4, 2020 to Dec 20, 2020","Lantis, Toei Video, KlockWorx, Nikkatsu, Asmik Ace, Hobby Japan, AMG MUSIC, BS Fuji, Hakuhodo DY Music & Pictures, Amusement Media Academy, Exa International, Bandai Namco Arts",Maho Film,4067.0,1146,978,101281.0,193406,67.95404285448957,2020,Oct,Fall
UNKNOWN,5.93,"Comedy, Horror",Special,"Jan 2, 1994",UNKNOWN,Shin-Ei Animation,9150.0,14363,0,230.0,588,10.239468946555888,1994,Jan,Winter
UNKNOWN,5.81,Action,Movie,"Aug 24, 2019",UNKNOWN,UNKNOWN,9661.0,15833,0,128.0,406,4.644436736960246,2019,Aug,Fall
UNKNOWN,5.7,"Drama, Slice of Life",ONA,"Feb 14, 2020",UNKNOWN,Wit Studio,10060.0,11061,3,528.0,1737,17.54451740788746,2020,Feb,Spring
UNKNOWN,5.73,"Horror, Romance",Special,"Aug 25, 1992",TBS,"Kyoto Animation, Shin-Ei Animation",9979.0,10425,4,871.0,2171,22.214077641248068,1992,Aug,Fall
Sword Art Online: Alicization - War of Underworld Reminiscence,6.89,"Action, Adventure, Fantasy",Special,"Jul 4, 2020",Egg Firm,A-1 Pictures,4407.0,3814,60,9820.0,29948,46.28575954773492,2020,Jul,Summer
Noblesse,6.88,"Action, Supernatural",TV,"Oct 8, 2020 to Dec 31, 2020","Glovision, Crunchyroll, Naver Webtoons",Production I.G,4469.0,819,1148,117431.0,275017,69.18705214999632,2020,Oct,Fall
The God of High School,7.07,"Action, Fantasy",TV,"Jul 6, 2020 to Sep 28, 2020","Crunchyroll, Sola Entertainment, Naver Webtoons",MAPPA,3645.0,184,4045,488097.0,859341,82.59469965114305,2020,Jul,Summer
UNKNOWN,5.31,Comedy,Special,"Mar 2, 2020",UNKNOWN,Dynamo Pictures,11318.0,12482,1,384.0,1047,13.950716783385174,2020,Mar,Spring
Pompo: The Cinéphile,8.15,"Comedy, Drama",Movie,"Jun 4, 2021","Shochiku, Movic, Studio Mausu, Avex Pictures, Kadokawa, Happinet Phantom Studios, Movie Walker",CLAP,403.0,3617,321,10651.0,33032,48.58678427127241,2021,Jun,Summer
UNKNOWN,6.44,Slice of Life,TV,"Oct 6, 2020 to Dec 22, 2020",UNKNOWN,Zero-G,6681.0,3594,59,12643.0,33410,47.99541710748078,2020,Oct,Fall
Warlords of Sigrdrifa,6.45,Action,TV,"Oct 3, 2020 to Dec 26, 2020","Aniplex, Good Smile Company, Contents Seed, Sonilude",A-1 Pictures,6631.0,3110,65,13823.0,44161,48.833733864803186,2020,Oct,Fall
Over the Sky,5.87,"Drama, Fantasy",Movie,"Nov 27, 2020",CUCURI,Digital Network Animation,9416.0,2570,172,12038.0,63053,46.68681607830806,2020,Nov,Winter
I'm Standing on a Million Lives,6.5,"Action, Drama, Fantasy",TV,"Oct 2, 2020 to Dec 18, 2020","Lantis, Warner Bros. Japan",Maho Film,6366.0,823,603,138528.0,272191,70.18812049893668,2020,Oct,Fall
