English name,Score,Genres,Type,Producers,Studios,Rank,Popularity,Favorites,Scored By,Members,Weighted_Score
Naruto Shippuden the Movie 1,7.29,"Action, Adventure, Fantasy",Movie,"TV Tokyo, Aniplex, Dentsu, Bandai, Shueisha",Pierrot,2572.0,783,302,167460.0,286579,72.99886228133124
Galaxy Fraulein Yuna,6.11,"Action, Adventure, Comedy, Sci-Fi",OVA,"Starchild Records, animate Film, Movic",J.C.Staff,8314.0,8433,4,1615.0,4356,28.507966294212885
Galaxy Fraulein Yuna Returns,6.32,"Action, Adventure, Comedy, Sci-Fi",OVA,"Starchild Records, animate Film, Movic",J.C.Staff,7274.0,9509,5,1178.0,2963,25.906678916404406
School Days,5.53,"Drama, Romance",TV,"Avex Entertainment, Marvelous, Lantis, Pony Canyon",TNK,10681.0,295,3177,387118.0,644418,78.18560935090412
Samurai: Hunt for the Sword,5.85,"Action, Adventure",OVA,"AIC, APPP",animate Film,9487.0,10057,1,849.0,2436,22.169237690115292
Rumiko Takahashi Anthology,7.11,"Comedy, Drama, Romance, Slice of Life, Supernatural",TV,Tokyo Movie Shinsha,TMS Entertainment,3511.0,6917,4,1972.0,7193,31.751674688785947
Onegai My Melody,7.27,"Comedy, Fantasy",TV,"TV Osaka, Sanrio, Yomiuri Advertising",Studio Comet,2667.0,5135,182,4239.0,14941,39.02381207615122
Good Luck! Ninomiya-kun,6.66,"Comedy, Fantasy, Ecchi",TV,Kadokawa Shoten,AIC Spirits,5522.0,1982,170,47889.0,96559,60.60390698343552
Chance Pop Session,6.43,"Drama, Slice of Life",TV,Avex Entertainment,Madhouse,6734.0,7584,14,1947.0,5675,30.705608902961828
New Cutey Honey,6.61,"Adventure, Comedy, Sci-Fi, Ecchi",OVA,"Toei Video, Dynamic Planning",Toei Animation,5774.0,6063,37,3345.0,9933,35.95775930938635
Genshiken 2,7.75,Comedy,TV,"Genco, Lantis, Media Factory, Kids Station, Magic Capsule, Palm Studio, Showgate",Arms,1027.0,2197,208,44194.0,81348,61.26211029144653
Macron 1,6.59,"Action, Sci-Fi",TV,TV Tokyo,Ashi Productions,5897.0,9454,3,707.0,3036,21.579118673183068
Starship Troopers,6.14,"Action, Sci-Fi",OVA,"Bandai Visual, Movic",Sunrise,8141.0,7421,12,2117.0,6013,31.052434879432724
Izumo: Flash of a Brave Sword,6.12,"Adventure, Drama, Fantasy, Romance, Supernatural",TV,Tokyo Kids,"Trinet Entertainment, Studio Kyuuma",8266.0,5536,16,3721.0,12398,36.230204480468764
Jungle De Ikou!,5.3,"Action, Adventure, Comedy, Ecchi",OVA,Movic,"Studio Fantasia, Chaos Project",11351.0,6860,11,2964.0,7324,32.801532935301864
The Great Adventures of Robin Hood,7.09,"Adventure, Romance",TV,NHK,Tatsunoko Production,3584.0,6432,30,3934.0,8567,38.10277680354866
Little Lord Fauntleroy,7.29,"Drama, Slice of Life",TV,Fuji TV,Nippon Animation,2586.0,8440,14,1456.0,4341,29.18141853038814
The Trapp Family Story,7.61,"Drama, Romance",TV,Fuji TV,Nippon Animation,1351.0,6655,27,3133.0,7958,36.65404772876784
The Flowers of Hard Blood,7.51,"Drama, Mystery, Suspense",TV,"Yomiko Advertising, Pony Canyon, Fuji TV, DAX Production",Studio Deen,1683.0,3713,90,10857.0,31476,48.00846770315737
Aria the OVA: Arietta,8.0,"Fantasy, Sci-Fi, Slice of Life",OVA,"TV Tokyo, Media Factory, Shochiku, AT-X",Hal Film Maker,584.0,3449,79,16600.0,36775,52.513014533353974
The Mischevious Twins,7.03,"Comedy, Slice of Life",TV,Tokyo Movie Shinsha,TMS Entertainment,3843.0,9614,3,1092.0,2856,26.189774737628863
Raccoon Rascal,6.74,"Drama, Slice of Life",TV,Fuji TV,Nippon Animation,5114.0,9445,9,877.0,3038,23.77635850166809
Mobile Suit Gundam 00,8.11,"Action, Drama, Sci-Fi",TV,"Sotsu, Asatsu DK, Mainichi Broadcasting System, Sony Music Entertainment",Sunrise,441.0,1052,4409,118536.0,213927,70.79242665804108
Armored Trooper Votoms,7.7,"Action, Drama, Sci-Fi",TV,TV Tokyo,Sunrise,1160.0,4250,365,5851.0,23632,42.53052188018627
Black Cat Special,7.09,"Action, Adventure, Comedy, Sci-Fi",Special,GDH,Gonzo,3600.0,4418,24,9648.0,21534,46.38681862925066
The Garden of Sinners Chapter 1: Overlooking View,7.57,"Action, Mystery, Supernatural, Suspense",Movie,"Aniplex, Kodansha, Notes",ufotable,1486.0,515,2343,179701.0,411636,73.998400812873
The Piano Forest,7.62,Drama,Movie,"Sony Music Entertainment, Cyclone Graphics",Madhouse,1339.0,2499,119,26460.0,66210,56.36901793106639
Ghost Hound,7.41,"Mystery, Supernatural, Suspense",TV,"WOWOW, Pony Canyon, Showgate, TYO, Mag Garden",Production I.G,2057.0,1455,806,44033.0,146703,60.814125484096465
Mushi-Uta,6.57,"Action, Fantasy, Sci-Fi",TV,"WOWOW, Kadokawa Shoten, Broccoli, Studio Tulip, Rakuonsha, Zexcs",Beat Frog,5984.0,4953,29,6523.0,16503,42.068947419980006
"Sayonara, Zetsubou-Sensei",7.86,Comedy,TV,"Starchild Records, Omnibus Japan",Shaft,802.0,651,4634,125394.0,335694,71.02266909353506
Birth,6.0,"Action, Adventure, Comedy, Sci-Fi",OVA,"Victor Entertainment, Harmony Gold","Kaname Productions, Idol",8816.0,7059,18,2432.0,6804,32.12031831462389
Treasure Island,7.94,"Adventure, Drama, Mystery",TV,Madhouse,Tokyo Movie Shinsha,652.0,4644,259,6598.0,19358,43.92349322985048
Spider Riders,6.55,"Action, Adventure",TV,"TV Tokyo, Yomiko Advertising, P.A. Works, YTV, Cookie Jar Entertainment",Bee Train,6076.0,6239,27,4081.0,9268,37.71000100995764
Spider Riders: Resurrected Sun,6.69,"Action, Adventure",TV,"TV Tokyo, Yomiko Advertising, Cookie Jar Entertainment",Bee Train,5403.0,8208,6,2138.0,4710,31.935744473543846
Big Wars,5.41,"Action, Sci-Fi",OVA,Tokuma Japan,Magic Bus,11057.0,9502,5,1374.0,2968,25.892256462024893
The Dog of Flanders,7.81,Drama,Movie,"Shochiku, Fuji TV, Pioneer LDC",Nippon Animation,903.0,4418,79,5595.0,21524,42.24837087225668
A Dog of Flanders: My Patrasche,7.0,Drama,TV,Tokyo Movie Shinsha,TMS Entertainment,4007.0,10499,6,568.0,2118,20.11530230525776
Doraemon the Movie: Nobita and the Knights on Dinosaurs,6.94,"Adventure, Comedy, Fantasy",Movie,"TV Asahi, Asatsu DK",Shin-Ei Animation,4242.0,8036,0,2702.0,4964,34.436387323617105
Doraemon the Movie: The Record of Nobita's Parallel Visit to the West,7.05,"Adventure, Fantasy, Sci-Fi",Movie,TV Asahi,Shin-Ei Animation,3746.0,8095,2,2672.0,4875,34.47850245261249
"Doraemon the Movie: The Records of Nobita, Spaceblazer",6.91,"Adventure, Comedy, Fantasy",Movie,TV Asahi,Shin-Ei Animation,4371.0,8184,3,2579.0,4752,33.966166475410276
Doraemon the Movie: Nobita's New Great Adventure into the Underworld,7.56,"Adventure, Comedy, Fantasy",Movie,TV Asahi,Shin-Ei Animation,1491.0,6378,9,5403.0,8742,41.62549128918863
The Enemy's the Pirates!: The Cats' Banquet,6.09,"Comedy, Sci-Fi",TV,"Kitty Films, Kitty Film Mitaka Studio, Watanabe Promotion","Production I.G, Madhouse",8432.0,10836,5,577.0,1902,18.974762922690296
Tsubasa RESERVoir CHRoNiCLE: Tokyo Revelations,8.27,"Action, Adventure, Drama, Fantasy, Romance",OVA,Kodansha,Production I.G,270.0,2021,831,44364.0,93183,61.89726814191763
Adventures of the Monkey King,6.54,"Comedy, Fantasy",TV,Fuji TV,Mushi Production,6123.0,12609,3,311.0,1010,13.927602013944574
Zillion,6.59,"Action, Adventure, Sci-Fi",TV,"Victor Entertainment, Yomiko Advertising, Nippon Television Network, Streamline Pictures",Tatsunoko Production,5864.0,7729,21,1340.0,5450,27.48268570549979
Zillion: Burning Night,5.7,"Action, Adventure, Sci-Fi",OVA,Tatsunoko Production,Production I.G,10054.0,11420,1,532.0,1514,17.614189218344592
CB Character: Nagai Gou World,6.77,"Action, Comedy",OVA,"Bandai Visual, Dynamic Planning",Triangle Staff,4980.0,9060,20,1395.0,3448,28.10292439759289
Tree in the Sun,7.06,"Action, Award Winning, Drama",TV,"VAP, Nippon Television Network",Madhouse,3737.0,8735,23,644.0,3881,21.353473677312763
Mobile Suit Gundam 0083: The Afterglow Of Zeon,6.65,"Action, Adventure, Sci-Fi",Movie,"Bandai Visual, Sotsu",Sunrise,5594.0,6207,4,3446.0,9406,36.28816196073423
Crusher Joe: The OVAs,6.57,"Action, Adventure, Sci-Fi",OVA,Studio Nue,Sunrise,5964.0,9021,1,1298.0,3494,27.160580864810306
High Speed Jessie,6.21,"Action, Sci-Fi",OVA,VAP,Pierrot,7816.0,11290,1,354.0,1594,14.64504146425473
Sanctuary,6.34,"Action, Drama, Suspense",OVA,"VAP, Toho",Pastel,7164.0,8067,9,1625.0,4931,28.90616442420849
Space Pirate Mito,6.22,"Action, Comedy, Sci-Fi",TV,"Bandai Visual, Shaft, Genco",Triangle Staff,7773.0,9694,9,838.0,2766,22.615059132997477
Space Pirate Mito 2,5.97,"Action, Comedy, Sci-Fi",TV,"Xebec, Shaft, Genco",Triangle Staff,8996.0,11457,1,474.0,1492,16.975789656491855
Super YoYo,6.62,Sports,TV,Shogakukan-Shueisha Productions,Xebec,5726.0,7663,7,2567.0,5540,33.527199907094065
Steam Detectives,6.62,"Action, Mystery",TV,Studio Tron,Xebec,5738.0,8221,8,1146.0,4682,26.08059450494777
Graduation,6.08,Drama,OVA,Bandai Visual,animate Film,8489.0,11187,3,516.0,1658,17.92807795703418
Catnapped,6.74,Adventure,Movie,"Pioneer LDC, AC Create",Triangle Staff,5109.0,9667,11,1005.0,2801,25.03423297232077
The Galaxy Railways II,6.69,"Action, Adventure, Drama, Sci-Fi",TV,CBC Television,Planet,5375.0,8642,4,1056.0,4018,25.42253110524072
Crusher Joe: The Movie,6.82,"Action, Adventure, Sci-Fi",Movie,Studio Nue,Sunrise,4771.0,6494,10,2498.0,8346,33.55043825986984
Delinquent Detective,6.4,"Action, Drama",OVA,"Hakusensha, Big Bang",SIDO LIMITED,6871.0,7124,14,2105.0,6657,31.3829018309412
Mazinkaiser: Deathmatch! General Dark,7.07,Action,OVA,"Bee Media, Dynamic Planning",Brain's Base,3677.0,8165,11,2364.0,4784,33.37375248556402
Hell Teacher Nube,7.1,"Action, Comedy, Horror, Supernatural",OVA,Toei Video,Toei Animation,3544.0,9205,4,1124.0,3278,26.54794506622817
Vexille,6.91,"Action, Sci-Fi",Movie,"Avex Entertainment, Shogakukan-Shueisha Productions, Shochiku, TBS, Yahoo! Japan, Shogakukan",Oxybot,4357.0,4719,23,10852.0,18694,47.23530329040808
Astro Boy,7.08,"Action, Adventure, Drama, Sci-Fi",TV,Meiji Seika,Mushi Production,3640.0,5617,53,4118.0,11963,38.5118469720435
Heisei Period Dog Tale Bow,7.38,"Adventure, Comedy",TV,Daiichikosho,Nippon Animation,2146.0,11813,13,536.0,1319,20.06799865899103
Miyori's Forest,6.88,"Drama, Fantasy, Slice of Life",Special,"Fuji TV, Atelier Musa",Nippon Animation,4464.0,5486,18,4181.0,12722,38.38743991750766
Who's Left Behind?,7.71,Drama,Movie,"TV Tokyo, Nikkatsu",Mushi Production,1135.0,5521,30,3690.0,12466,38.28563781621557
Momotaro: Sacred Sailors,5.11,Action,Movie,"Shochiku, Ministry of the Navy",Shochiku Animation Institute,11758.0,9862,5,1141.0,2598,23.649800892727463
Hero Tales,6.82,"Action, Fantasy",TV,"Square Enix, Genco, Tohokushinsha Film Corporation",Studio Flag,4786.0,4012,36,10052.0,26710,46.40708914480958
Ultimate Teacher,5.44,"Action, Adventure, Comedy, Supernatural",OVA,"animate Film, Movic, Sony Music Entertainment",J.C.Staff,10954.0,8581,10,1675.0,4115,27.772333722124987
St. Luminous Mission High School,5.89,"Mystery, Supernatural",TV,"Genco, Pioneer LDC",Triangle Staff,9317.0,9397,6,840.0,3089,22.133756948274257
Fire Emblem,5.62,"Action, Adventure, Fantasy",OVA,KSS,Studio Fantasia,10392.0,5401,44,6206.0,13237,40.16668421890134
Thumbelina: A Magical Story,6.7,"Adventure, Fantasy",TV,Enoki Films,Meruhensha,5321.0,10893,9,573.0,1861,19.791822755082194
Shakugan no Shana: Season II,7.56,"Action, Drama, Fantasy, Romance",TV,"Geneon Universal Entertainment, ASCII Media Works",J.C.Staff,1520.0,736,994,169671.0,303010,73.45582689310008
Battle B-Daman,6.29,"Adventure, Fantasy",TV,"TV Tokyo, Yomiko Advertising, d-rights, Heewon Entertainment",Nippon Animation,7440.0,5389,29,7414.0,13272,42.849090036349864
Dragonaut - The Resonance,6.6,"Action, Drama, Fantasy, Romance, Sci-Fi",TV,"Nihon Ad Systems, Sotsu Music Publishing",Gonzo,5821.0,2324,109,32813.0,74706,57.029134756701154
Yadamon: Magical Dreamer,7.18,"Adventure, Comedy, Fantasy",TV,Avaco Creative Studios,Group TAC,3148.0,11144,10,507.0,1686,19.30083559159975
Temple the Balloonist,6.11,"Adventure, Comedy",TV,Harmony Gold,Tatsunoko Production,8312.0,14091,0,179.0,630,8.2022404582771
The Secret Garden,7.07,Drama,TV,"NHK, Aubec",Gakken,3651.0,7548,23,2542.0,5740,34.044104186657854
Wowser,6.61,Comedy,TV,TV Tokyo,Telescreen,5796.0,12362,2,468.0,1088,17.798286681600114
Ox Tales,6.98,Comedy,TV,"TV Tokyo, Saban Entertainment",Telescreen,4062.0,11073,10,849.0,1725,23.799821185800898
Daimos,7.23,"Adventure, Drama, Romance, Sci-Fi",TV,Studio Nue,"Sunrise, Toei Animation",2906.0,7583,29,2839.0,5676,35.27111735952209
Mado King Granzort,7.28,"Action, Comedy, Fantasy, Sci-Fi",TV,Atelier Musa,Sunrise,2629.0,9949,15,791.0,2525,23.535026998101895
Dragon Warrior,6.93,"Action, Adventure, Fantasy",TV,Nihon Ad Systems,"Pierrot, Studio Comet",4256.0,7275,22,1574.0,6323,29.43334502910184
Time Quest,7.42,"Action, Adventure, Comedy",TV,Fuji TV,Ashi Productions,1997.0,10188,17,946.0,2333,25.36310878663615
Barbapapa,6.22,"Comedy, Fantasy",TV,KSS,Topcraft,7782.0,9668,7,1312.0,2799,26.754164005192475
Barbapapa Around the World,5.92,"Adventure, Comedy",TV,Kodansha,Pierrot,9212.0,11900,3,467.0,1274,16.760807847615233
Arabian Nights: Sinbad's Adventures,7.2,"Adventure, Fantasy, Romance",TV,Studio Jack,Nippon Animation,3008.0,6975,28,3542.0,7012,37.275675916959
The Wonderful Wizard of Oz,6.65,"Adventure, Fantasy",TV,"TV Tokyo, Meruhensha",Panmedia,5607.0,9934,11,945.0,2533,24.341740726359003
Nobody's Boy Remi,7.84,"Adventure, Drama, Slice of Life",TV,ImaginAsian Entertainment,"Madhouse, TMS Entertainment",848.0,5150,265,4703.0,14857,40.68002840011623
Sans Famille,7.89,"Adventure, Drama, Slice of Life",TV,Fuji TV,Nippon Animation,749.0,4593,115,8463.0,19894,46.163936232690446
Pokémon Mystery Dungeon: Team Go-Getters Out of the Gate!,6.48,"Adventure, Fantasy",Special,Nintendo of America,OLM,6489.0,5161,4,7515.0,14757,43.24884762203932
Pokémon: The Rise Of Darkrai,7.29,"Action, Adventure, Comedy, Drama, Fantasy",Movie,Studio Jack,OLM,2579.0,1810,123,69928.0,111134,64.93456021497704
Summer Days with Coo,7.5,"Adventure, Award Winning, Fantasy",Movie,"Dentsu, TV Asahi, Shochiku, Sony Music Entertainment, Dentsu Tec, Imagine",Shin-Ei Animation,1711.0,4905,47,7312.0,16954,44.345872668851285
Legend of the Mystical Ninja,6.31,Comedy,TV,Konami,Trans Arts,7363.0,11358,4,451.0,1550,17.027934971297178
Bleach the Movie: The DiamondDust Rebellion,7.42,"Action, Adventure, Fantasy",Movie,Shueisha,Pierrot,2006.0,937,516,143726.0,238986,71.7507219882261
Ponyo,7.92,"Adventure, Award Winning, Fantasy",Movie,"Dentsu, d-rights, Toho",Studio Ghibli,689.0,374,3766,360594.0,542825,80.84724368164095
Higurashi: When They Cry - Cat Killing Chapter,7.14,Mystery,Special,"Geneon Universal Entertainment, Frontier Works, Sotsu",Studio Deen,3334.0,2297,70,42311.0,76136,60.10297760958248
Charge!! Men's Private School,7.4,"Action, Comedy",TV,Lantis,Toei Animation,2098.0,5331,106,3395.0,13590,37.1372668704655
Code Geass: Lelouch of the Rebellion R2,8.91,"Action, Award Winning, Drama, Sci-Fi",TV,"Bandai Visual, Mainichi Broadcasting System, Bandai, Bandai Namco Entertainment, Hakuhodo DY Media Partners",Sunrise,20.0,47,74578,1145264.0,1699634,92.60668013221029
"Bush Baby, Little Angel of the Great Plains",7.18,"Adventure, Drama",TV,Fuji TV,Nippon Animation,3165.0,9682,7,797.0,2777,23.477092575633282
The Day the Earth Moved,6.39,Drama,Movie,"Magic Capsule, Kyodo Eiga, Orix, GoGo Visual Planning, Company AZA",Tama Production,6913.0,11139,1,558.0,1690,19.1095755473446
Tomorrow's Joe 2,8.71,"Drama, Sports",TV,Annapuru,Tokyo Movie Shinsha,50.0,2971,2436,18528.0,47761,54.312909900299395
Shugo Chara!,7.4,"Comedy, Fantasy",TV,"TV Tokyo, Sotsu, Pony Canyon",Satelight,2101.0,1056,2906,103376.0,213234,68.68269292840978
ef - a tale of memories.,7.89,"Drama, Mystery, Romance",TV,Rondo Robe,Shaft,745.0,895,2762,106167.0,250471,69.52078645465839
Myself; Yourself,7.12,"Drama, Romance",TV,"Marvelous, Pony Canyon, Happinet Pictures, 5pb.",Doga Kobo,3434.0,1205,775,94521.0,183373,67.49953865089678
KimiKiss: Pure Rouge,7.28,"Drama, Romance",TV,"Bandai Visual, Lantis",J.C.Staff,2625.0,2097,296,40455.0,88704,59.86806340693189
Future Police Urashiman,7.17,"Action, Comedy, Sci-Fi",TV,Fuji TV,Tatsunoko Production,3197.0,9919,5,663.0,2552,21.764662120196487
Sketchbook ~full color's~,7.38,"Comedy, Slice of Life",TV,"Media Factory, Shochiku, AT-X, TV Tokyo Music, TYO, Mag Garden",Hal Film Maker,2163.0,3838,189,9225.0,29572,46.34300003783869
Animal Crossing: The Movie,7.06,Slice of Life,Movie,"Studio Jack, Nippon Television Network",OLM,3727.0,4112,158,13082.0,25534,49.159416235503386
Gintama: Jump Festa 2005 Special,8.08,"Action, Comedy, Sci-Fi",Special,"Audio Highs, Miracle Robo",Sunrise,490.0,2767,72,29314.0,54799,57.85619991897993
Digimon Movie 02 - Digimon Hurricane Touchdown! Supreme Evolution! The Golden Digimentals.,7.1,"Adventure, Fantasy, Sci-Fi",Movie,Bandai Visual,Toei Animation,3536.0,3067,41,26075.0,45069,55.58095909242477
Blue Drop,6.68,"Drama, Girls Love, Sci-Fi",TV,"Pony Canyon, Memory-Tech, Showgate, King Records","BeSTACK, Asahi Production",5430.0,3805,106,12002.0,30098,47.85282898324543
Fantastic Detective Labyrinth,6.67,"Mystery, Sci-Fi",TV,Sotsu,Studio Deen,5472.0,6074,15,2466.0,9881,33.22602452788468
Spice and Wolf,8.22,"Adventure, Fantasy, Romance",TV,"Victor Entertainment, Pony Canyon, Movic, Kadokawa Pictures Japan",Imagin,327.0,220,17540,379926.0,785832,81.67283622609143
Appleseed: Ex Machina,7.32,"Action, Sci-Fi",Movie,Sega,Digital Frontier,2407.0,3339,107,22251.0,38698,54.3982584461885
Crystal Triangle,4.5,"Adventure, Mystery",OVA,"Movic, Sony Music Entertainment, Project Team Eikyuu Kikan",animate Film,12466.0,10020,6,920.0,2465,20.488465272532622
The Humanoid,4.76,"Drama, Sci-Fi",OVA,Toshiba EMI,Kaname Productions,12256.0,9833,1,1094.0,2622,22.606340125621045
New Getter Robo,7.36,"Action, Adventure, Horror, Sci-Fi",OVA,"Bee Media, Dynamic Planning",Brain's Base,2234.0,5991,98,4105.0,10218,38.840808143957034
Midori,4.75,"Drama, Horror",Movie,Imagica,Mippei Eigeki Kiryuukan,12263.0,2624,353,31488.0,60808,53.61105571710756
Neuro: Supernatural Detective,7.59,"Comedy, Mystery, Supernatural",TV,"VAP, Shueisha",Madhouse,1403.0,2502,574,27335.0,66095,56.63302248592642
Bamboo Blade,7.31,"Comedy, Sports",TV,"AIC, Square Enix, d-rights, Studio Tulip, KlockWorx, flying DOG",AIC ASTA,2466.0,2119,283,40321.0,87185,59.87540105706545
Rosario + Vampire,6.75,"Comedy, Fantasy, Romance, Ecchi",TV,"GDH, Yomiko Advertising, Happinet Pictures, Atelier Musa, Shueisha, Sotsu Music Publishing, Imagine",Gonzo,5095.0,283,3435,387939.0,665336,80.04611864756144
Death Note: Relight,7.7,"Supernatural, Suspense",Special,Shueisha,Madhouse,1146.0,1123,662,89352.0,198340,67.7033831131581
Phoenix: Karma Chapter,6.93,"Drama, Fantasy",Movie,"Tezuka Productions, Toho, Tohokushinsha Film Corporation",Madhouse,4261.0,8894,6,1436.0,3654,28.586078390000537
The Phoenix -Space-,7.0,"Drama, Fantasy, Sci-Fi",OVA,"Kadokawa Shoten, Tezuka Productions, Tohokushinsha Film Corporation",Madhouse,4012.0,9404,3,1183.0,3076,26.889351530951032
The Phoenix: Chapter of Yamato,6.94,Drama,OVA,"Kadokawa Shoten, Tezuka Productions, Tohokushinsha Film Corporation",Madhouse,4246.0,9807,3,1090.0,2645,26.05387776674277
You're Under Arrest: Full Throttle,7.19,"Action, Comedy",TV,TBS,Studio Deen,3064.0,6108,5,3285.0,9757,36.567280444725576
Kaiji: Ultimate Survivor,8.27,Suspense,TV,"VAP, Nippon Television Network",Madhouse,268.0,646,9745,154532.0,339152,73.42168914237223
My Family,7.33,"Comedy, Slice of Life",TV,"TV Asahi, Yumeta Company",Shin-Ei Animation,2385.0,7972,51,2247.0,5057,33.23852957471784
The Magnificent Zorro,7.22,Adventure,TV,Toho,Ashi Productions,2942.0,5666,66,5686.0,11700,41.67199911921072
Legend of the Galactic Heroes: My Conquest is the Sea of Stars,7.88,"Action, Sci-Fi",Movie,"Artland, Madhouse, Kitty Films, Tokuma Shoten, Tokuma Japan Communications",Kitty Film Mitaka Studio,765.0,3400,59,21533.0,37629,54.77610777070488
Legend of the Galactic Heroes: Golden Wings,6.26,"Action, Drama, Sci-Fi",Movie,"Kitty Films, Magic Capsule, Tokuma Shoten, Tokuma Japan",Magic Bus,7583.0,5185,8,6268.0,14500,41.25438306673167
Legend of the Galactic Heroes: Overture to a New War,8.08,"Action, Drama, Sci-Fi",Movie,"Kitty Films, Tokuma Shoten, Tokuma Japan Communications",Kitty Film Mitaka Studio,489.0,3606,55,16962.0,33189,52.80411405970056
Wingman,7.06,"Action, Comedy, Romance",TV,TV Asahi,Toei Animation,3717.0,9503,14,829.0,2969,23.684936431941143
Princess Knight,6.73,"Action, Fantasy, Mystery, Romance",TV,Fuji TV,Mushi Production,5164.0,7962,13,1372.0,5077,27.89470045764147
Compiler,5.07,"Comedy, Drama, Romance, Sci-Fi",OVA,animate Film,Studio Fantasia,11830.0,9810,0,928.0,2644,21.669491869231614
Fist of the North Star: The Legend of Yuria,7.09,"Action, Adventure, Drama",OVA,North Stars Pictures,TMS Entertainment,3610.0,6395,8,3748.0,8699,37.65552487555675
Sonic Soldier Borgman,6.3,"Action, Sci-Fi",TV,"Yomiko Advertising, Toho, Nippon Television Network",Ashi Productions,7377.0,9322,6,523.0,3158,18.38061033726548
Astro Boy (1980),7.14,"Action, Adventure, Sci-Fi",TV,Nippon Television Network,Tezuka Productions,3363.0,5358,88,5710.0,13422,41.608003878331
Fight! Kickers,6.85,Sports,TV,Nippon Television Network,Pierrot,4638.0,6241,34,5782.0,9268,41.34082330621335
Kishin Corps,6.25,"Adventure, Sci-Fi",OVA,Pioneer LDC,AIC,7611.0,10041,2,703.0,2447,21.03767344806467
Space Battleship Yamato: The New Voyage,6.67,"Action, Drama, Sci-Fi",Special,Academy Productions,Group TAC,5475.0,8775,4,1310.0,3822,27.385032786656613
Laughing Salesman,6.76,"Comedy, Drama, Supernatural",TV,TBS,Shin-Ei Animation,5040.0,7263,43,1341.0,6353,27.724746683403637
